  0.43975374, 0.90, 1
  0.44682752, 0.90, 1
  0.45913682, 0.90, 1
  0.46554935, 0.90, 1
  0.44563280, 0.90, 1
  0.45662100, 0.90, 1
  0.46296296, 0.90, 1
  0.47080979, 0.90, 1
  0.45662100, 0.90, 1
  0.45045045, 0.90, 1
  0.43859649, 0.90, 1
  0.43744532, 0.90, 1
  0.43744532, 0.90, 1
  0.45289855, 0.90, 1
  0.46040516, 0.90, 1
  0.45662100, 0.90, 1
  0.48732943, 0.90, 1
  0.45537341, 0.90, 1
  0.48030740, 0.90, 1
  0.46948357, 0.90, 1
  0.51440329, 0.90, 1
  0.45289855, 0.90, 1
  0.43516101, 0.90, 1
  0.47348485, 0.90, 1
  0.44682752, 0.90, 1
  0.48169557, 0.90, 1
  0.46685341, 0.90, 1
  0.46554935, 0.90, 1
  0.48590865, 0.90, 1
  0.46816479, 0.90, 1
  0.46296296, 0.90, 1
  0.46425255, 0.90, 1
  0.47755492, 0.90, 1
  0.46816479, 0.90, 1
  0.44208665, 0.90, 1
  0.46816479, 0.90, 1
  0.45413261, 0.90, 1
  0.43859649, 0.90, 1
  0.45787546, 0.90, 1
  0.44208665, 0.90, 1
  0.50505051, 0.90, 1
  0.48732943, 0.90, 1
  0.47214353, 0.90, 1
  0.46040516, 0.90, 1
  0.44444444, 0.90, 1
  0.44682752, 0.90, 1
  0.46296296, 0.90, 1
  0.48169557, 0.90, 1
  0.46554935, 0.90, 1
  0.47080979, 0.90, 1
  0.47214353, 0.90, 1
  0.48449612, 0.90, 1
  0.49603175, 0.90, 1
  0.49900200, 0.90, 1
  0.48732943, 0.90, 1
  0.45289855, 0.90, 1
  0.50050050, 0.90, 1
  0.47892720, 0.90, 1
  0.46816479, 0.90, 1
  0.50352467, 0.90, 1
  0.47483381, 0.90, 1
  0.48590865, 0.90, 1
  0.45167118, 0.90, 1
  0.46685341, 0.90, 1
  0.41771094, 0.90, 1
  0.44208665, 0.90, 1
  0.42844901, 0.90, 1
  0.48030740, 0.90, 1
  0.46168052, 0.90, 1
  0.49455984, 0.90, 1
  0.49455984, 0.90, 1
  0.48309179, 0.90, 1
  0.48030740, 0.90, 1
  0.45413261, 0.90, 1
  0.47892720, 0.90, 1
  0.48030740, 0.90, 1
  0.46040516, 0.90, 1
  0.46425255, 0.90, 1
  0.46948357, 0.90, 1
  0.51921080, 0.90, 1
  0.51921080, 0.90, 1
  0.46816479, 0.90, 1
  0.47892720, 0.90, 1
  0.49900200, 0.90, 1
  0.45787546, 0.90, 1
  0.52410901, 0.90, 1
  0.46040516, 0.90, 1
  0.49309665, 0.90, 1
  0.51921080, 0.90, 1
  0.50200803, 0.90, 1
  0.51282051, 0.90, 1
  0.43975374, 0.90, 1
  0.47483381, 0.90, 1
  0.44208665, 0.90, 1
  0.52576236, 0.90, 1
  0.46296296, 0.90, 1
  0.45662100, 0.90, 1
  0.50200803, 0.90, 1
  0.50658561, 0.90, 1
  0.46296296, 0.90, 1
