  0.57224607, 0.70, 1 
  0.57720058, 0.70, 1
  0.51880674, 0.70, 1
  0.57224607, 0.70, 1
  0.58224163, 0.70, 1
  0.53120850, 0.70, 1
  0.55096419, 0.70, 1
  0.55096419, 0.70, 1
  0.54644809, 0.70, 1
  0.56980057, 0.70, 1
  0.57471264, 0.70, 1
  0.58737151, 0.70, 1
  0.58224163, 0.70, 1
  0.55788006, 0.70, 1
  0.56497175, 0.70, 1
  0.56497175, 0.70, 1
  0.57971014, 0.70, 1
  0.57471264, 0.70, 1
  0.56022409, 0.70, 1
  0.57471264, 0.70, 1
  0.57971014, 0.70, 1
  0.56737589, 0.70, 1
  0.57971014, 0.70, 1
  0.56258790, 0.70, 1
  0.59259259, 0.70, 1
  0.56737589, 0.70, 1
  0.57471264, 0.70, 1
  0.55325035, 0.70, 1
  0.59259259, 0.70, 1
  0.57471264, 0.70, 1
  0.56980057, 0.70, 1
  0.56737589, 0.70, 1
  0.55096419, 0.70, 1
  0.57224607, 0.70, 1
  0.56497175, 0.70, 1
  0.56737589, 0.70, 1
  0.56980057, 0.70, 1
  0.55555556, 0.70, 1
  0.57471264, 0.70, 1
  0.55555556, 0.70, 1
  0.59259259, 0.70, 1
  0.57971014, 0.70, 1
  0.59259259, 0.70, 1
  0.56022409, 0.70, 1
  0.56737589, 0.70, 1
  0.58479532, 0.70, 1
  0.54421769, 0.70, 1
  0.57471264, 0.70, 1
  0.60882801, 0.70, 1
  0.54421769, 0.70, 1
  0.57224607, 0.70, 1
  0.60882801, 0.70, 1
  0.61162080, 0.70, 1
  0.58224163, 0.70, 1
  0.55788006, 0.70, 1
  0.60331825, 0.70, 1
  0.56980057, 0.70, 1
  0.53981107, 0.70, 1
  0.57971014, 0.70, 1
  0.58224163, 0.70, 1
  0.58997050, 0.70, 1
  0.54200542, 0.70, 1
  0.57224607, 0.70, 1
  0.57471264, 0.70, 1
  0.57224607, 0.70, 1
  0.59790732, 0.70, 1
  0.59523810, 0.70, 1
  0.54421769, 0.70, 1
  0.60060060, 0.70, 1
  0.57471264, 0.70, 1
  0.55788006, 0.70, 1
  0.57971014, 0.70, 1
  0.60060060, 0.70, 1
  0.57720058, 0.70, 1
  0.56980057, 0.70, 1
  0.57971014, 0.70, 1
  0.56022409, 0.70, 1
  0.55325035, 0.70, 1
  0.54644809, 0.70, 1
  0.58479532, 0.70, 1
  0.54421769, 0.70, 1
  0.54869684, 0.70, 1
  0.56497175, 0.70, 1
  0.57471264, 0.70, 1
  0.56497175, 0.70, 1
  0.62305296, 0.70, 1
  0.57971014, 0.70, 1
  0.56497175, 0.70, 1
  0.57224607, 0.70, 1
  0.54869684, 0.70, 1
  0.56258790, 0.70, 1
  0.59523810, 0.70, 1
  0.58997050, 0.70, 1
  0.56497175, 0.70, 1
  0.58224163, 0.70, 1
  0.58737151, 0.70, 1
  0.55788006, 0.70, 1
  0.59523810, 0.70, 1
  0.55325035, 0.70, 1
  0.55788006, 0.70, 1
  0.50697085, 0.80, 1
  0.49751244, 0.80, 1
  0.50890585, 0.80, 1
  0.50125313, 0.80, 1
  0.50697085, 0.80, 1
  0.49019608, 0.80, 1
  0.50505051, 0.80, 1
  0.50125313, 0.80, 1
  0.47961631, 0.80, 1
  0.48309179, 0.80, 1
  0.50505051, 0.80, 1
  0.50890585, 0.80, 1
  0.49566295, 0.80, 1
  0.52083333, 0.80, 1
  0.51679587, 0.80, 1
  0.51679587, 0.80, 1
  0.49566295, 0.80, 1
  0.50125313, 0.80, 1
  0.53120850, 0.80, 1
  0.49937578, 0.80, 1
  0.49200492, 0.80, 1
  0.51679587, 0.80, 1
  0.49566295, 0.80, 1
  0.52700922, 0.80, 1
  0.50890585, 0.80, 1
  0.50125313, 0.80, 1
  0.50697085, 0.80, 1
  0.49751244, 0.80, 1
  0.51880674, 0.80, 1
  0.51480051, 0.80, 1
  0.50890585, 0.80, 1
  0.48484848, 0.80, 1
  0.49382716, 0.80, 1
  0.51480051, 0.80, 1
  0.50890585, 0.80, 1
  0.49937578, 0.80, 1
  0.49937578, 0.80, 1
  0.50505051, 0.80, 1
  0.50697085, 0.80, 1
  0.49937578, 0.80, 1
  0.53333333, 0.80, 1
  0.50890585, 0.80, 1
  0.50890585, 0.80, 1
  0.52287582, 0.80, 1
  0.51085568, 0.80, 1
  0.49751244, 0.80, 1
